Lap,Driver,Team,Position,Gap,Tyre_Compound,Tyre_Age,Raw_Lap_Time_Sec,Formatted_Time,Status,Pit_Stops
0,HUL,Sober,5,6.0,Med,0.0,0.0,0:00.000,GRID,0
1,HUL,Sober,5,6.643028119823953,Med,1.0,85.655,1:25.655,HRV,0
2,HUL,Sober,5,7.508196737826864,Med,2.0,85.701,1:25.701,HRV,0
3,HUL,Sober,5,7.671233885109359,Med,3.0,84.692,1:24.692,BST,0
4,HUL,Sober,5,7.689121635175695,Med,4.0,84.148,1:24.148,BST,0
5,HUL,Sober,5,7.267844479102621,Med,5.0,84.666,1:24.666,BST,0
6,HUL,Sober,5,6.742882386656618,Med,6.0,84.249,1:24.249,BST,0
7,HUL,Sober,3,6.285481794192833,Med,7.0,84.669,1:24.669,BST,0
8,HUL,Sober,3,6.132409518817894,Med,8.0,85.197,1:25.197,STD,0
9,HUL,Sober,3,6.067025209089024,Med,9.0,85.485,1:25.485,STD,0
10,HUL,Sober,3,5.993984082128236,Med,10.0,84.985,1:24.985,BST,0
11,HUL,Sober,3,6.083248079398231,Med,11.0,86.291,1:26.291,STD,0
12,HUL,Sober,3,6.54579204627953,Med,12.0,85.998,1:25.998,STD,0
13,HUL,Sober,3,7.426760205119763,Med,13.0,86.217,1:26.217,STD,0
14,HUL,Sober,7,32.14489778346115,Hard,1,111.488,1:51.488,PIT,1
15,HUL,Sober,8,31.268951056839796,Hard,2,86.747,1:26.747,HRV,1
16,HUL,Sober,9,30.555332070363647,Hard,3,86.948,1:26.948,HRV,1
17,HUL,Sober,8,29.93451976497431,Hard,4,86.691,1:26.691,STD,1
18,HUL,Sober,7,29.030160056937575,Hard,5,86.726,1:26.726,HRV,1
19,HUL,Sober,7,25.505820320845487,Hard,6,85.706,1:25.706,BST,1
20,HUL,Sober,1,0.0,Hard,7,85.134,1:25.134,OVR,1
21,HUL,Sober,4,0.3467877979212517,Hard,8,87.041,1:27.041,HRV,1
22,HUL,Sober,2,0.10609101587738223,Hard,9,85.286,1:25.286,OVR,1
23,HUL,Sober,2,0.6024132506486239,Hard,10,86.801,1:26.801,HRV,1
24,HUL,Sober,4,1.6932880515041688,Hard,11,87.246,1:27.246,HRV,1
25,HUL,Sober,4,2.2584852375980518,Hard,12,87.085,1:27.085,HRV,1
26,HUL,Sober,4,2.4769300678149193,Hard,13,86.61,1:26.610,HRV,1
27,HUL,Sober,4,1.8931970027042553,Hard,14,86.151,1:26.151,BST,1
28,HUL,Sober,3,0.8331825939862938,Hard,15,85.419,1:25.419,OVR,1
29,HUL,Sober,3,1.4224617672807653,Hard,16,87.428,1:27.428,HRV,1
30,HUL,Sober,5,25.889747950983747,Hard,1,111.245,1:51.245,PIT,2
31,HUL,Sober,6,25.7503955204279,Hard,2,87.145,1:27.145,HRV,2
32,HUL,Sober,3,23.934272662522744,Hard,3,84.687,1:24.687,OVR,2
33,HUL,Sober,3,23.604386910206813,Hard,4,86.303,1:26.303,STD,2
34,HUL,Sober,3,23.881757828986792,Hard,5,86.427,1:26.427,STD,2
35,HUL,Sober,3,23.6246763460108,Hard,6,85.835,1:25.835,STD,2
36,HUL,Sober,3,22.918402919226082,Hard,7,86.461,1:26.461,STD,2
37,HUL,Sober,3,22.482402712878866,Hard,8,85.828,1:25.828,STD,2
38,HUL,Sober,3,22.118758787208662,Hard,9,86.098,1:26.098,STD,2
39,HUL,Sober,3,21.984157472208608,Hard,10,86.918,1:26.918,HRV,2
40,HUL,Sober,3,22.540654913078015,Hard,11,87.328,1:27.328,HRV,2
41,HUL,Sober,3,21.67199981395197,Hard,12,86.756,1:26.756,HRV,2
42,HUL,Sober,3,19.642834678288636,Hard,13,85.622,1:25.622,BST,2
43,HUL,Sober,3,19.070697656828997,Hard,14,86.922,1:26.922,HRV,2
44,HUL,Sober,2,16.871937077864914,Hard,15,86.127,1:26.127,BST,2
45,HUL,Sober,2,13.75140763527861,Hard,16,85.995,1:25.995,BST,2
46,HUL,Sober,2,10.007287960529993,Hard,17,85.725,1:25.725,BST,2
47,HUL,Sober,2,6.575590248310618,Hard,18,86.229,1:26.229,BST,2
48,HUL,Sober,2,3.497186252597203,Hard,19,86.569,1:26.569,BST,2
49,HUL,Sober,2,1.352749006518934,Hard,20,86.796,1:26.796,BST,2
50,HUL,Sober,1,0.0,Hard,21,87.608,1:27.608,STD,2
51,HUL,Sober,1,0.0,Hard,22,88.152,1:28.152,HRV,2
52,HUL,Sober,1,0.0,Hard,23,88.177,1:28.177,STD,2
53,HUL,Sober,1,0.0,Hard,24,88.38,1:28.380,STD,2
54,HUL,Sober,1,0.0,Hard,25,88.098,1:28.098,BST,2
55,HUL,Sober,1,0.0,Hard,26,87.781,1:27.781,BST,2
56,HUL,Sober,1,0.0,Hard,27,88.245,1:28.245,BST,2
57,HUL,Sober,1,0.0,Hard,28,89.474,1:29.474,HRV,2
58,HUL,Sober,1,0.0,Hard,29,88.562,1:28.562,BST,2
59,HUL,Sober,1,0.0,Hard,30,89.778,1:29.778,STD,2
60,HUL,Sober,1,0.0,Hard,31,90.403,1:30.403,STD,2
0,RUS,Merciless,6,7.5,Med,0.0,0.0,0:00.000,GRID,0
1,RUS,Merciless,6,8.178550454356014,Med,1.0,85.691,1:25.691,HRV,0
2,RUS,Merciless,6,8.955138155670681,Med,2.0,85.612,1:25.612,HRV,0
3,RUS,Merciless,6,8.816491540686116,Med,3.0,84.391,1:24.391,BST,0
4,RUS,Merciless,6,9.363918722213782,Med,4.0,84.677,1:24.677,BST,0
5,RUS,Merciless,6,8.808419099725597,Med,5.0,84.532,1:24.532,BST,0
6,RUS,Merciless,6,8.53594596043905,Med,6.0,84.501,1:24.501,BST,0
7,RUS,Merciless,4,8.210588491908766,Med,7.0,84.801,1:24.801,BST,0
8,RUS,Merciless,4,7.721687493490776,Med,8.0,84.862,1:24.862,BST,0
9,RUS,Merciless,4,7.5122772642436075,Med,9.0,85.341,1:25.341,STD,0
10,RUS,Merciless,4,7.978754220606788,Med,10.0,85.524,1:25.524,STD,0
11,RUS,Merciless,4,7.29876499647321,Med,11.0,85.522,1:25.522,STD,0
12,RUS,Merciless,4,7.681029240568478,Med,12.0,85.918,1:25.918,STD,0
13,RUS,Merciless,4,8.589781990144274,Med,13.0,86.245,1:26.245,STD,0
14,RUS,Merciless,9,32.75941448351,Hard,1,110.94,1:50.940,PIT,1
15,RUS,Merciless,10,31.768148849615045,Hard,2,86.632,1:26.632,STD,1
16,RUS,Merciless,7,30.43391258617544,Hard,3,86.327,1:26.327,STD,1
17,RUS,Merciless,7,29.256325386760864,Hard,4,86.134,1:26.134,STD,1
18,RUS,Merciless,6,27.732550197224327,Hard,5,86.106,1:26.106,STD,1
19,RUS,Merciless,5,24.542636939132308,Hard,6,86.041,1:26.041,STD,1
20,RUS,Merciless,5,0.5699111715234721,Hard,7,86.667,1:26.667,HRV,1
21,RUS,Merciless,3,0.34168377864261856,Hard,8,86.466,1:26.466,OVR,1
22,RUS,Merciless,1,0.0,Hard,9,85.185,1:25.185,OVR,1
23,RUS,Merciless,1,0.0,Hard,10,86.305,1:26.305,STD,1
24,RUS,Merciless,1,0.0,Hard,11,86.155,1:26.155,STD,1
25,RUS,Merciless,1,0.0,Hard,12,86.52,1:26.520,STD,1
26,RUS,Merciless,1,0.0,Hard,13,86.391,1:26.391,STD,1
27,RUS,Merciless,1,0.0,Hard,14,86.735,1:26.735,STD,1
28,RUS,Merciless,1,0.0,Hard,15,86.479,1:26.479,STD,1
29,RUS,Merciless,1,0.0,Hard,16,86.838,1:26.838,STD,1
30,RUS,Merciless,1,0.0,Hard,17,86.778,1:26.778,STD,1
31,RUS,Merciless,1,0.0,Hard,18,87.284,1:27.284,HRV,1
32,RUS,Merciless,1,0.0,Hard,19,86.503,1:26.503,BST,1
33,RUS,Merciless,1,0.0,Hard,20,86.633,1:26.633,BST,1
34,RUS,Merciless,2,1.8755576218422902,Hard,21,88.025,1:28.025,HRV,1
35,RUS,Merciless,2,2.790560432890743,Hard,22,87.007,1:27.007,BST,1
36,RUS,Merciless,2,3.0421398489761486,Hard,23,87.419,1:27.419,BST,1
37,RUS,Merciless,2,4.2770601701436135,Hard,24,87.499,1:27.499,BST,1
38,RUS,Merciless,2,5.845446981060377,Hard,25,88.03,1:28.030,BST,1
39,RUS,Merciless,2,6.77402974989991,Hard,26,87.981,1:27.981,BST,1
40,RUS,Merciless,2,9.182904519793283,Hard,27,89.18,1:29.180,STD,1
41,RUS,Merciless,2,10.591384167693377,Hard,28,89.033,1:29.033,STD,1
42,RUS,Merciless,2,12.514296238421139,Hard,29,89.574,1:29.574,STD,1
43,RUS,Merciless,2,14.68100143331867,Hard,30,89.661,1:29.661,STD,1
44,RUS,Merciless,3,16.878849331956644,Hard,31,90.523,1:30.523,STD,1
45,RUS,Merciless,4,39.07838575045207,Hard,1,111.315,1:51.315,PIT,2
46,RUS,Merciless,4,36.11973161610467,Hard,2,86.511,1:26.511,HRV,2
47,RUS,Merciless,4,32.78295068697207,Hard,3,86.324,1:26.324,STD,2
48,RUS,Merciless,3,29.82957247804552,Hard,4,86.695,1:26.695,STD,2
49,RUS,Merciless,3,27.134917804693032,Hard,5,86.246,1:26.246,STD,2
50,RUS,Merciless,3,24.943883019892382,Hard,6,86.77,1:26.770,HRV,2
51,RUS,Merciless,3,22.336362245979217,Hard,7,85.544,1:25.544,BST,2
52,RUS,Merciless,3,19.72487642188935,Hard,8,85.566,1:25.566,BST,2
53,RUS,Merciless,3,18.119465072431012,Hard,9,86.774,1:26.774,HRV,2
54,RUS,Merciless,3,15.692021687688793,Hard,10,85.67,1:25.670,BST,2
55,RUS,Merciless,2,14.380314171650753,Hard,11,86.47,1:26.470,STD,2
56,RUS,Merciless,2,12.483939484075563,Hard,12,86.349,1:26.349,STD,2
57,RUS,Merciless,2,9.430473319657722,Hard,13,86.421,1:26.421,STD,2
58,RUS,Merciless,2,7.117438019290603,Hard,14,86.249,1:26.249,STD,2
59,RUS,Merciless,2,3.7948186211560824,Hard,15,86.456,1:26.456,STD,2
60,RUS,Merciless,2,0.15693220813955122,Hard,16,86.766,1:26.766,STD,2
0,ALB,Billiams,2,1.5,Med,0.0,0.0,0:00.000,GRID,0
1,ALB,Billiams,2,0.7394737810605818,Med,1.0,84.252,1:24.252,BST,0
2,ALB,Billiams,2,0.03204517707439436,Med,2.0,84.128,1:24.128,OVR,0
3,ALB,Billiams,2,0.09999999999999432,Med,3.0,84.597,1:24.597,OVR,0
4,ALB,Billiams,1,0.0,Med,4.0,84.03,1:24.030,OVR,0
5,ALB,Billiams,1,0.0,Med,5.0,85.088,1:25.088,STD,0
6,ALB,Billiams,2,0.2656045649997054,Med,6.0,85.039,1:25.039,STD,0
7,ALB,Billiams,2,0.3591072545876841,Med,7.0,85.22,1:25.220,STD,0
8,ALB,Billiams,2,0.11583945666950513,Med,8.0,85.107,1:25.107,STD,0
9,ALB,Billiams,2,0.22903009587787437,Med,9.0,85.663,1:25.663,STD,0
10,ALB,Billiams,2,0.7219217414963168,Med,10.0,85.551,1:25.551,STD,0
11,ALB,Billiams,2,0.5077444142795002,Med,11.0,85.987,1:25.987,STD,0
12,ALB,Billiams,2,1.062260104327379,Med,12.0,86.09,1:26.090,STD,0
13,ALB,Billiams,2,1.9308134475868428,Med,13.0,86.205,1:26.205,STD,0
14,ALB,Billiams,2,1.7235361248506251,Med,14.0,86.563,1:26.563,STD,0
15,ALB,Billiams,2,0.849192572982929,Med,15.0,86.749,1:26.749,STD,0
16,ALB,Billiams,2,24.329339498438685,Hard,1,111.141,1:51.141,PIT,1
17,ALB,Billiams,2,22.590939558823493,Hard,2,85.574,1:25.574,STD,1
18,ALB,Billiams,2,21.373911344570615,Hard,3,86.413,1:26.413,STD,1
19,ALB,Billiams,2,17.96805972704442,Hard,4,85.825,1:25.825,STD,1
20,ALB,Billiams,4,0.4233469596388204,Hard,5,93.095,1:33.095,STD,1
21,ALB,Billiams,2,0.2416837786427095,Hard,6,86.512,1:26.512,STD,1
22,ALB,Billiams,3,1.1344669704026273,Hard,7,86.42,1:26.420,STD,1
23,ALB,Billiams,4,1.4336191318986948,Hard,8,86.604,1:26.604,STD,1
24,ALB,Billiams,3,1.237882057632305,Hard,9,85.96,1:25.960,STD,1
25,ALB,Billiams,3,1.5034055094852192,Hard,10,86.786,1:26.786,STD,1
26,ALB,Billiams,3,1.4241278026702275,Hard,11,86.312,1:26.312,STD,1
27,ALB,Billiams,2,1.2208764008410071,Hard,12,86.531,1:26.531,STD,1
28,ALB,Billiams,4,1.5295928728796753,Hard,13,86.788,1:26.788,STD,1
29,ALB,Billiams,4,1.5224617672806744,Hard,14,86.831,1:26.831,STD,1
30,ALB,Billiams,6,25.989747950983656,Hard,15,111.245,1:51.245,STD,1
31,ALB,Billiams,7,25.85039552042781,Hard,16,87.145,1:27.145,STD,1
32,ALB,Billiams,6,26.404813177603955,Hard,17,87.058,1:27.058,STD,1
33,ALB,Billiams,6,26.860561223180866,Hard,18,87.089,1:27.089,STD,1
34,ALB,Billiams,7,28.07729994823194,Hard,19,87.366,1:27.366,STD,1
35,ALB,Billiams,7,29.241717481679643,Hard,20,87.256,1:27.256,STD,1
36,ALB,Billiams,8,29.840643222931703,Hard,21,87.767,1:27.767,HRV,1
37,ALB,Billiams,8,31.694467868225274,Hard,22,88.118,1:28.118,HRV,1
38,ALB,Billiams,8,32.44069322251244,Hard,23,87.208,1:27.208,BST,1
39,ALB,Billiams,8,33.923020659064605,Hard,24,88.535,1:28.535,HRV,1
40,ALB,Billiams,12,58.52600168322351,Hard,1,111.374,1:51.374,PIT,2
41,ALB,Billiams,12,56.084899001217764,Hard,2,85.183,1:25.183,BST,2
42,ALB,Billiams,11,55.452211161039486,Hard,3,87.018,1:27.018,HRV,2
43,ALB,Billiams,9,53.31429971179341,Hard,4,85.356,1:25.356,OVR,2
44,ALB,Billiams,8,50.69119521082666,Hard,5,85.702,1:25.702,BST,2
45,ALB,Billiams,8,48.745121012631444,Hard,6,87.169,1:27.169,HRV,2
46,ALB,Billiams,8,45.011480777094675,Hard,7,85.736,1:25.736,BST,2
47,ALB,Billiams,8,41.946151205057504,Hard,8,86.596,1:26.596,HRV,2
48,ALB,Billiams,8,38.953980497920384,Hard,9,86.656,1:26.656,HRV,2
49,ALB,Billiams,7,36.638218717546806,Hard,10,86.625,1:26.625,HRV,2
50,ALB,Billiams,7,33.19179060466104,Hard,11,85.514,1:25.514,BST,2
51,ALB,Billiams,6,32.22276400951614,Hard,12,87.183,1:27.183,HRV,2
52,ALB,Billiams,5,29.62203445391242,Hard,13,85.576,1:25.576,OVR,2
53,ALB,Billiams,5,28.080265254246115,Hard,14,86.838,1:26.838,STD,2
54,ALB,Billiams,5,26.983772139158646,Hard,15,87.001,1:27.001,STD,2
55,ALB,Billiams,5,26.38193184980355,Hard,16,87.18,1:27.180,HRV,2
56,ALB,Billiams,5,25.04917512767406,Hard,17,86.912,1:26.912,STD,2
57,ALB,Billiams,4,23.219519797389694,Hard,18,87.644,1:27.644,HRV,2
58,ALB,Billiams,3,21.07459688138806,Hard,19,86.417,1:26.417,BST,2
59,ALB,Billiams,3,18.678864423278355,Hard,20,87.383,1:27.383,STD,2
60,ALB,Billiams,3,14.783325877280731,Hard,21,86.508,1:26.508,BST,2
0,SAI,Billiams,8,10.5,Med,0.0,0.0,0:00.000,GRID,0
1,SAI,Billiams,8,11.174933577468693,Med,1.0,85.687,1:25.687,HRV,0
2,SAI,Billiams,8,11.71708976977527,Med,2.0,85.378,1:25.378,HRV,0
3,SAI,Billiams,7,10.968305010752488,Med,3.0,83.78,1:23.780,OVR,0
4,SAI,Billiams,7,11.22857486999078,Med,4.0,84.39,1:24.390,BST,0
5,SAI,Billiams,7,10.73900074038744,Med,5.0,84.598,1:24.598,BST,0
6,SAI,Billiams,7,10.615216587550265,Med,6.0,84.65,1:24.650,BST,0
7,SAI,Billiams,5,10.054238986541236,Med,7.0,84.565,1:24.565,BST,0
8,SAI,Billiams,5,9.999554617340095,Med,8.0,85.296,1:25.296,STD,0
9,SAI,Billiams,5,9.578712360672057,Med,9.0,85.129,1:25.129,STD,0
10,SAI,Billiams,5,9.800006366414095,Med,10.0,85.279,1:25.279,STD,0
11,SAI,Billiams,5,9.563131865281889,Med,11.0,85.965,1:25.965,STD,0
12,SAI,Billiams,5,9.772018896844656,Med,12.0,85.744,1:25.744,STD,0
13,SAI,Billiams,5,10.540671941895653,Med,13.0,86.105,1:26.105,STD,0
14,SAI,Billiams,10,32.85941448350991,Med,14.0,109.089,1:49.089,STD,0
15,SAI,Billiams,12,32.31098039529343,Med,15.0,87.074,1:27.074,STD,0
16,SAI,Billiams,19,55.66188971562792,Hard,1,111.012,1:51.012,PIT,1
17,SAI,Billiams,19,54.38678262191752,Hard,2,86.037,1:26.037,STD,1
18,SAI,Billiams,19,53.645279297905745,Hard,3,86.888,1:26.888,HRV,1
19,SAI,Billiams,18,50.98326341729285,Hard,4,86.569,1:26.569,STD,1
20,SAI,Billiams,10,26.37660820057158,Hard,5,86.033,1:26.033,STD,1
21,SAI,Billiams,9,26.182142312925635,Hard,6,86.5,1:26.500,STD,1
22,SAI,Billiams,6,26.368237860546515,Hard,7,85.713,1:25.713,BST,1
23,SAI,Billiams,6,26.121679835233863,Hard,8,86.059,1:26.059,STD,1
24,SAI,Billiams,6,26.50721501203452,Hard,9,86.541,1:26.541,STD,1
25,SAI,Billiams,6,26.34779500148852,Hard,10,86.361,1:26.361,STD,1
26,SAI,Billiams,6,25.986084408304123,Hard,11,86.029,1:26.029,STD,1
27,SAI,Billiams,6,25.532841079779246,Hard,12,86.281,1:26.281,STD,1
28,SAI,Billiams,7,26.102170328439115,Hard,13,87.048,1:27.048,STD,1
29,SAI,Billiams,7,25.755133065311384,Hard,14,86.491,1:26.491,STD,1
30,SAI,Billiams,4,25.08953589972316,Hard,15,86.112,1:26.112,BST,1
31,SAI,Billiams,4,24.05202842387189,Hard,16,86.247,1:26.247,BST,1
32,SAI,Billiams,5,25.023373716496735,Hard,17,87.475,1:27.475,HRV,1
33,SAI,Billiams,4,24.303906197305423,Hard,18,85.914,1:25.914,OVR,1
34,SAI,Billiams,4,25.05272139423596,Hard,19,86.898,1:26.898,STD,1
35,SAI,Billiams,4,25.948447334041248,Hard,20,86.987,1:26.987,STD,1
36,SAI,Billiams,4,26.237844509037586,Hard,21,87.457,1:27.457,STD,1
37,SAI,Billiams,4,27.812060565097454,Hard,22,87.839,1:27.839,STD,1
38,SAI,Billiams,5,28.82783156793448,Hard,23,87.477,1:27.477,BST,1
39,SAI,Billiams,5,29.52362117865232,Hard,24,87.748,1:27.748,STD,1
40,SAI,Billiams,8,53.773648414836316,Hard,1,111.021,1:51.021,PIT,2
41,SAI,Billiams,8,53.02942659515338,Hard,2,86.88,1:26.880,HRV,2
42,SAI,Billiams,8,52.02161206048231,Hard,3,86.643,1:26.643,HRV,2
43,SAI,Billiams,7,49.832840484472854,Hard,4,85.305,1:25.305,OVR,2
44,SAI,Billiams,7,47.063280644270435,Hard,5,85.556,1:25.556,BST,2
45,SAI,Billiams,6,43.979481917896464,Hard,6,86.031,1:26.031,STD,2
46,SAI,Billiams,6,41.6493810337588,Hard,7,87.139,1:27.139,HRV,2
47,SAI,Billiams,7,39.17045648761177,Hard,8,87.182,1:27.182,HRV,2
48,SAI,Billiams,7,36.5309517680771,Hard,9,87.008,1:27.008,HRV,2
49,SAI,Billiams,6,34.68680792069972,Hard,10,87.096,1:27.096,HRV,2
50,SAI,Billiams,5,32.35493083786059,Hard,11,86.629,1:26.629,HRV,2
51,SAI,Billiams,4,31.418899139534005,Hard,12,87.216,1:27.216,HRV,2
52,SAI,Billiams,4,29.182887217775715,Hard,13,85.941,1:25.941,BST,2
53,SAI,Billiams,4,26.910166752428268,Hard,14,86.107,1:26.107,BST,2
54,SAI,Billiams,4,25.435840269402433,Hard,15,86.623,1:26.623,STD,2
55,SAI,Billiams,4,24.84415466873179,Hard,16,87.19,1:27.190,HRV,2
56,SAI,Billiams,4,24.051420097221126,Hard,17,87.452,1:27.452,HRV,2
57,SAI,Billiams,3,22.14366040567984,Hard,18,87.566,1:27.566,HRV,2
58,SAI,Billiams,4,21.11067804517279,Hard,19,87.529,1:27.529,HRV,2
59,SAI,Billiams,4,18.77886442327872,Hard,20,87.446,1:27.446,STD,2
60,SAI,Billiams,4,14.883325877281095,Hard,21,86.508,1:26.508,OVR,2
0,LAW,BlueCow,3,3.0,Med,0.0,0.0,0:00.000,GRID,0
1,LAW,BlueCow,3,2.2227675781769847,Med,1.0,84.235,1:24.235,BST,0
2,LAW,BlueCow,3,1.706545922578698,Med,2.0,84.319,1:24.319,BST,0
3,LAW,BlueCow,3,1.767495117359772,Med,3.0,84.59,1:24.590,BST,0
4,LAW,BlueCow,3,2.0813159945066104,Med,4.0,84.444,1:24.444,BST,0
5,LAW,BlueCow,3,1.9207715571360495,Med,5.0,84.927,1:24.927,STD,0
6,LAW,BlueCow,3,2.93489090948259,Med,6.0,85.788,1:25.788,HRV,0
7,LAW,BlueCow,12,28.744872895858634,Hard,1,110.936,1:50.936,PIT,1
8,LAW,BlueCow,12,28.95466674546128,Hard,2,85.56,1:25.560,BST,1
9,LAW,BlueCow,12,29.168935408960124,Hard,3,85.764,1:25.764,BST,1
10,LAW,BlueCow,12,29.697638843882487,Hard,4,85.586,1:25.586,BST,1
11,LAW,BlueCow,12,29.406507675112266,Hard,5,85.911,1:25.911,BST,1
12,LAW,BlueCow,12,29.51425292877184,Hard,6,85.643,1:25.643,BST,1
13,LAW,BlueCow,12,30.71921689231317,Hard,7,86.541,1:26.541,STD,1
14,LAW,BlueCow,5,30.3249624087166,Hard,8,86.376,1:26.376,STD,1
15,LAW,BlueCow,6,29.37687117678138,Hard,9,86.675,1:26.675,STD,1
16,LAW,BlueCow,6,28.54308709468023,Hard,10,86.828,1:26.828,STD,1
17,LAW,BlueCow,5,27.91003701280397,Hard,11,86.679,1:26.679,STD,1
18,LAW,BlueCow,5,27.01769666959558,Hard,12,86.738,1:26.738,STD,1
19,LAW,BlueCow,4,24.501018628957354,Hard,13,86.714,1:26.714,STD,1
20,LAW,BlueCow,3,0.368510737606357,Hard,14,86.507,1:26.507,STD,1
21,LAW,BlueCow,5,0.6996219037516767,Hard,15,87.025,1:27.025,STD,1
22,LAW,BlueCow,5,1.9053377163525056,Hard,16,86.733,1:26.733,STD,1
23,LAW,BlueCow,5,2.6337058634364894,Hard,17,87.034,1:27.034,STD,1
24,LAW,BlueCow,5,3.2308892025544083,Hard,18,86.752,1:26.752,STD,1
25,LAW,BlueCow,5,4.003376475926416,Hard,19,87.293,1:27.293,STD,1
26,LAW,BlueCow,5,4.98636416824138,Hard,20,87.374,1:27.374,STD,1
27,LAW,BlueCow,5,5.776423558030274,Hard,21,87.525,1:27.525,STD,1
28,LAW,BlueCow,5,6.802656257772469,Hard,22,87.505,1:27.505,STD,1
29,LAW,BlueCow,5,7.664843918731549,Hard,23,87.7,1:27.700,STD,1
30,LAW,BlueCow,7,26.289747950983383,Hard,24,105.403,1:45.403,STD,1
31,LAW,BlueCow,10,50.23285422991512,Hard,1,111.227,1:51.227,PIT,2
32,LAW,BlueCow,10,50.13438155696849,Hard,2,86.405,1:26.405,STD,2
33,LAW,BlueCow,10,50.14695727690514,Hard,3,86.646,1:26.646,HRV,2
34,LAW,BlueCow,10,50.79647360135186,Hard,4,86.799,1:26.799,HRV,2
35,LAW,BlueCow,10,51.97569701926386,Hard,5,87.271,1:27.271,HRV,2
36,LAW,BlueCow,10,51.50163524175423,Hard,6,86.694,1:26.694,HRV,2
37,LAW,BlueCow,10,52.1905659642166,Hard,7,86.953,1:26.953,HRV,2
38,LAW,BlueCow,10,52.62329266883444,Hard,8,86.894,1:26.894,HRV,2
39,LAW,BlueCow,10,51.290066783086786,Hard,9,85.719,1:25.719,BST,2
40,LAW,BlueCow,6,51.05719368292284,Hard,10,86.538,1:26.538,HRV,2
41,LAW,BlueCow,6,49.25123339888387,Hard,11,85.818,1:25.818,BST,2
42,LAW,BlueCow,6,48.728522742419045,Hard,12,87.128,1:27.128,HRV,2
43,LAW,BlueCow,6,47.21722071240856,Hard,13,85.983,1:25.983,BST,2
44,LAW,BlueCow,6,46.08413827700906,Hard,14,87.192,1:27.192,HRV,2
45,LAW,BlueCow,7,44.39158476586408,Hard,15,87.423,1:27.423,HRV,2
46,LAW,BlueCow,7,42.18530288907641,Hard,16,87.263,1:27.263,HRV,2
47,LAW,BlueCow,6,38.34883995574455,Hard,17,85.825,1:25.825,OVR,2
48,LAW,BlueCow,5,34.83523389234051,Hard,18,86.134,1:26.134,BST,2
49,LAW,BlueCow,5,33.37506318901069,Hard,19,87.48,1:27.480,STD,2
50,LAW,BlueCow,4,32.1340652798217,Hard,20,87.72,1:27.720,HRV,2
51,LAW,BlueCow,5,32.16708923447459,Hard,21,88.185,1:28.185,HRV,2
52,LAW,BlueCow,6,30.58722764108552,Hard,22,86.597,1:26.597,OVR,2
53,LAW,BlueCow,6,28.588348791523458,Hard,23,86.381,1:26.381,OVR,2
54,LAW,BlueCow,6,29.25715821677568,Hard,24,88.766,1:28.766,HRV,2
55,LAW,BlueCow,6,30.34514790871617,Hard,25,88.869,1:28.869,HRV,2
56,LAW,BlueCow,6,30.699559231538842,Hard,26,88.599,1:28.599,HRV,2
57,LAW,BlueCow,6,29.672822416183408,Hard,27,88.447,1:28.447,STD,2
58,LAW,BlueCow,5,30.360005974399428,Hard,28,89.249,1:29.249,STD,2
59,LAW,BlueCow,5,28.81470353268196,Hard,29,88.233,1:28.233,BST,2
60,LAW,BlueCow,5,28.634898565015646,Hard,30,90.224,1:30.224,HRV,2
0,HAM,Furrari,1,0.0,Med,0.0,0.0,0:00.000,GRID,0
1,HAM,Furrari,1,0.0,Med,1.0,85.012,1:25.012,STD,0
2,HAM,Furrari,1,0.0,Med,2.0,84.836,1:24.836,STD,0
3,HAM,Furrari,1,0.0,Med,3.0,84.529,1:24.529,BST,0
4,HAM,Furrari,2,0.4209283110665183,Med,4.0,84.551,1:24.551,BST,0
5,HAM,Furrari,2,0.6251854112462638,Med,5.0,85.292,1:25.292,STD,0
6,HAM,Furrari,1,0.0,Med,6.0,84.148,1:24.148,OVR,0
7,HAM,Furrari,1,0.0,Med,7.0,85.126,1:25.126,STD,0
8,HAM,Furrari,1,0.0,Med,8.0,85.35,1:25.350,STD,0
9,HAM,Furrari,1,0.0,Med,9.0,85.55,1:25.550,STD,0
10,HAM,Furrari,1,0.0,Med,10.0,85.058,1:25.058,BST,0
11,HAM,Furrari,1,0.0,Med,11.0,86.202,1:26.202,HRV,0
12,HAM,Furrari,1,0.0,Med,12.0,85.535,1:25.535,BST,0
13,HAM,Furrari,1,0.0,Med,13.0,85.336,1:25.336,BST,0
14,HAM,Furrari,1,0.0,Med,14.0,86.77,1:26.770,HRV,0
15,HAM,Furrari,1,0.0,Med,15.0,87.623,1:27.623,HRV,0
16,HAM,Furrari,1,0.0,Med,16.0,87.661,1:27.661,HRV,0
17,HAM,Furrari,1,0.0,Med,17.0,87.312,1:27.312,BST,0
18,HAM,Furrari,1,0.0,Med,18.0,87.63,1:27.630,BST,0
19,HAM,Furrari,1,0.0,Med,19.0,89.231,1:29.231,STD,0
20,HAM,Furrari,2,0.32334695963891136,Hard,1,110.963,1:50.963,PIT,1
21,HAM,Furrari,1,0.0,Hard,2,86.371,1:26.371,STD,1
22,HAM,Furrari,4,1.9026420371221775,Hard,3,87.43,1:27.430,HRV,1
23,HAM,Furrari,3,0.6060978390903529,Hard,4,85.009,1:25.009,OVR,1
24,HAM,Furrari,2,0.8018029358413514,Hard,5,86.351,1:26.351,STD,1
