Lap,Driver,Team,Position,Gap,Tyre_Compound,Tyre_Age,Raw_Lap_Time_Sec,Formatted_Time,Status,Pit_Stops
0,NOR,McPapaya,17,24.0,Med,0.0,0.0,0:00.000,GRID,0
1,NOR,McPapaya,17,23.579402198652957,Med,1.0,84.592,1:24.592,BST,0
2,NOR,McPapaya,17,23.132516692574484,Med,2.0,84.389,1:24.389,BST,0
3,NOR,McPapaya,17,22.891206750247818,Med,3.0,84.288,1:24.288,BST,0
4,NOR,McPapaya,17,23.59578599842024,Med,4.0,84.834,1:24.834,BST,0
5,NOR,McPapaya,21,49.88875201711767,Hard,1,111.381,1:51.381,PIT,1
6,NOR,McPapaya,21,50.70071562791833,Hard,2,85.585,1:25.585,BST,1
7,NOR,McPapaya,21,51.06204300504487,Hard,3,85.488,1:25.488,BST,1
8,NOR,McPapaya,21,52.12877296085617,Hard,4,86.417,1:26.417,STD,1
9,NOR,McPapaya,21,52.87790266339039,Hard,5,86.299,1:26.299,STD,1
10,NOR,McPapaya,22,54.04020489876268,Hard,6,86.22,1:26.220,STD,1
11,NOR,McPapaya,22,54.13813518226891,Hard,7,86.3,1:26.300,STD,1
12,NOR,McPapaya,22,54.56956445178207,Hard,8,85.967,1:25.967,STD,1
13,NOR,McPapaya,22,55.387017342715126,Hard,9,86.154,1:26.154,STD,1
14,NOR,McPapaya,22,78.61662564107473,Hard,10,110.0,1:50.000,STD,1
15,NOR,McPapaya,22,77.38049098422016,Hard,11,86.387,1:26.387,STD,1
16,NOR,McPapaya,22,76.19514119398286,Hard,12,86.476,1:26.476,STD,1
17,NOR,McPapaya,22,75.90901815777147,Hard,13,87.026,1:27.026,STD,1
18,NOR,McPapaya,22,74.76136656327321,Hard,14,86.482,1:26.482,STD,1
19,NOR,McPapaya,22,72.27819717618581,Hard,15,86.748,1:26.748,STD,1
20,NOR,McPapaya,22,48.57852344004891,Hard,16,86.94,1:26.940,STD,1
21,NOR,McPapaya,22,49.37093994824181,Hard,17,87.486,1:27.486,HRV,1
22,NOR,McPapaya,22,74.84494788496568,Hard,1,111.001,1:51.001,PIT,2
23,NOR,McPapaya,22,74.92576363527132,Hard,2,86.386,1:26.386,HRV,2
24,NOR,McPapaya,22,74.50804054301489,Hard,3,85.738,1:25.738,BST,2
25,NOR,McPapaya,22,96.44449193359515,Hard,4,108.456,1:48.456,BST,2
26,NOR,McPapaya,22,95.10279557690774,Hard,5,85.049,1:25.049,OVR,2
27,NOR,McPapaya,22,93.829701434056,Hard,6,85.461,1:25.461,OVR,2
28,NOR,McPapaya,22,102.4880551267056,Hard,7,95.137,1:35.137,STD,2
29,NOR,McPapaya,21,102.13298947914791,Hard,8,86.483,1:26.483,STD,2
30,NOR,McPapaya,21,101.4805128725161,Hard,9,86.126,1:26.126,STD,2
31,NOR,McPapaya,21,100.34374463892118,Hard,10,86.148,1:26.148,STD,2
32,NOR,McPapaya,19,100.20500955591933,Hard,11,86.365,1:26.365,STD,2
33,NOR,McPapaya,19,100.13935799653245,Hard,12,86.567,1:26.567,STD,2
34,NOR,McPapaya,19,100.94384436295059,Hard,13,86.954,1:26.954,HRV,2
35,NOR,McPapaya,19,101.72504172285608,Hard,14,86.873,1:26.873,HRV,2
36,NOR,McPapaya,19,102.10234724126349,Hard,15,87.545,1:27.545,HRV,2
37,NOR,McPapaya,19,102.0843833598442,Hard,16,86.247,1:26.247,BST,2
38,NOR,McPapaya,19,101.94701629771134,Hard,17,86.324,1:26.324,BST,2
39,NOR,McPapaya,19,101.13143940522059,Hard,18,86.237,1:26.237,BST,2
40,NOR,McPapaya,19,101.71394470069527,Hard,19,87.354,1:27.354,STD,2
41,NOR,McPapaya,19,102.26894124523096,Hard,20,88.179,1:28.179,HRV,2
42,NOR,McPapaya,19,102.92279656591245,Hard,21,88.305,1:28.305,HRV,2
43,NOR,McPapaya,19,103.88638768292549,Hard,22,88.458,1:28.458,HRV,2
44,NOR,McPapaya,19,102.8073288006708,Hard,23,87.246,1:27.246,BST,2
45,NOR,McPapaya,19,102.45557385205257,Hard,24,88.763,1:28.763,HRV,2
46,NOR,McPapaya,19,100.56152871331187,Hard,25,87.575,1:27.575,BST,2
47,NOR,McPapaya,19,98.31323257080021,Hard,26,87.413,1:27.413,BST,2
48,NOR,McPapaya,19,100.83193788651351,Hard,27,92.167,1:32.167,OVR,2
49,NOR,McPapaya,20,105.41180095143227,Hard,28,93.52,1:33.520,OVR,2
50,NOR,McPapaya,20,110.5349589634261,Hard,29,94.084,1:34.084,STD,2
51,NOR,McPapaya,20,117.2384447186887,Hard,30,94.855,1:34.855,STD,2
52,NOR,McPapaya,21,138.36706802466233,Hard,31,109.306,1:49.306,HRV,2
53,NOR,McPapaya,21,161.28439898999022,Hard,1,111.297,1:51.297,PIT,3
54,NOR,McPapaya,21,159.9665788626362,Hard,2,86.78,1:26.780,HRV,3
55,NOR,McPapaya,21,158.18509556103618,Hard,3,86.0,1:26.000,STD,3
56,NOR,McPapaya,21,155.9525251473833,Hard,4,86.012,1:26.012,STD,3
57,NOR,McPapaya,21,152.54945807750664,Hard,5,86.071,1:26.071,STD,3
58,NOR,McPapaya,21,150.0532908106461,Hard,6,86.066,1:26.066,STD,3
59,NOR,McPapaya,19,146.42235576858093,Hard,7,86.147,1:26.147,STD,3
60,NOR,McPapaya,19,143.2403056889416,Hard,8,87.221,1:27.221,HRV,3
0,LEC,Furrari,22,31.5,Med,0.0,0.0,0:00.000,GRID,0
1,LEC,Furrari,22,31.292067838678747,Med,1.0,84.805,1:24.805,STD,0
2,LEC,Furrari,22,30.78421303708285,Med,2.0,84.328,1:24.328,BST,0
3,LEC,Furrari,22,30.124094682917416,Med,3.0,83.869,1:23.869,OVR,0
4,LEC,Furrari,22,31.865064115486405,Med,4.0,85.871,1:25.871,HRV,0
5,LEC,Furrari,19,32.160187397633536,Med,5.0,85.383,1:25.383,HRV,0
6,LEC,Furrari,17,32.46443730488642,Med,6.0,85.078,1:25.078,STD,0
7,LEC,Furrari,15,32.20169763693002,Med,7.0,84.863,1:24.863,STD,0
8,LEC,Furrari,16,32.321675305423014,Med,8.0,85.47,1:25.470,STD,0
9,LEC,Furrari,16,32.75223680928275,Med,9.0,85.981,1:25.981,HRV,0
10,LEC,Furrari,16,33.71409245471182,Med,10.0,86.02,1:26.020,STD,0
11,LEC,Furrari,16,33.55663769615603,Med,11.0,86.044,1:26.044,HRV,0
12,LEC,Furrari,16,33.31364480140223,Med,12.0,85.292,1:25.292,BST,0
13,LEC,Furrari,14,33.52070169074136,Med,13.0,85.543,1:25.543,BST,0
14,LEC,Furrari,11,32.956264427869655,Med,14.0,86.206,1:26.206,STD,0
15,LEC,Furrari,9,31.56467413770133,Med,15.0,86.231,1:26.231,OVR,0
16,LEC,Furrari,12,32.01203595719858,Med,16.0,88.109,1:28.109,HRV,0
17,LEC,Furrari,12,32.282411599286434,Med,17.0,87.582,1:27.582,OVR,0
18,LEC,Furrari,12,33.13541105387844,Med,18.0,88.483,1:28.483,HRV,0
19,LEC,Furrari,12,32.96539991860163,Med,19.0,89.061,1:29.061,STD,0
20,LEC,Furrari,16,33.55368388077636,Hard,1,111.228,1:51.228,PIT,1
21,LEC,Furrari,16,33.56914929056779,Hard,2,86.709,1:26.709,HRV,1
22,LEC,Furrari,12,33.42723348017671,Hard,3,85.385,1:25.385,OVR,1
23,LEC,Furrari,16,57.03329888740973,Hard,4,109.911,1:49.911,STD,1
24,LEC,Furrari,16,57.97325628619592,Hard,5,87.095,1:27.095,HRV,1
25,LEC,Furrari,14,56.96706560556959,Hard,6,85.514,1:25.514,BST,1
26,LEC,Furrari,14,56.59021813114805,Hard,7,86.014,1:26.014,STD,1
27,LEC,Furrari,14,55.88520656447827,Hard,8,86.03,1:26.030,STD,1
28,LEC,Furrari,14,55.86085637780252,Hard,9,86.455,1:26.455,STD,1
29,LEC,Furrari,14,55.46979801696489,Hard,10,86.447,1:26.447,HRV,1
30,LEC,Furrari,17,68.46123588085402,Hard,11,99.77,1:39.770,STD,1
31,LEC,Furrari,17,92.11066227106676,Hard,12,110.934,1:50.934,STD,1
32,LEC,Furrari,21,116.73034311750189,Hard,13,111.123,1:51.123,STD,1
33,LEC,Furrari,21,117.70472296618073,Hard,14,87.607,1:27.607,HRV,1
34,LEC,Furrari,21,118.66917507059452,Hard,15,87.114,1:27.114,HRV,1
35,LEC,Furrari,21,119.5218690651559,Hard,16,86.944,1:26.944,STD,1
36,LEC,Furrari,21,119.64846537967469,Hard,17,87.294,1:27.294,HRV,1
37,LEC,Furrari,21,120.82249886174668,Hard,18,87.439,1:27.439,HRV,1
38,LEC,Furrari,21,120.49233584913418,Hard,19,86.131,1:26.131,BST,1
39,LEC,Furrari,21,119.90496560714973,Hard,20,86.465,1:26.465,BST,1
40,LEC,Furrari,21,119.54688281356721,Hard,21,86.413,1:26.413,BST,1
41,LEC,Furrari,21,118.6394877149728,Hard,22,86.717,1:26.717,BST,1
42,LEC,Furrari,21,118.23813594779585,Hard,23,87.25,1:27.250,BST,1
43,LEC,Furrari,21,118.10587973070551,Hard,24,87.362,1:27.362,BST,1
44,LEC,Furrari,21,118.49730165571373,Hard,25,88.717,1:28.717,HRV,1
45,LEC,Furrari,21,117.26263645569497,Hard,26,87.881,1:27.881,BST,1
46,LEC,Furrari,21,116.63594619608602,Hard,27,88.843,1:28.843,HRV,1
47,LEC,Furrari,21,115.6917135777976,Hard,28,88.717,1:28.717,STD,1
48,LEC,Furrari,21,114.39411448526971,Hard,29,88.35,1:28.350,BST,1
49,LEC,Furrari,21,114.46293065609098,Hard,30,89.009,1:29.009,BST,1
50,LEC,Furrari,21,114.97023615036142,Hard,31,89.468,1:29.468,BST,1
51,LEC,Furrari,21,117.86282702264543,Hard,32,91.044,1:31.044,HRV,1
52,LEC,Furrari,18,120.82692002872136,Hard,33,91.141,1:31.141,STD,1
53,LEC,Furrari,18,123.47497889398164,Hard,34,91.028,1:31.028,BST,1
54,LEC,Furrari,18,126.63095940115363,Hard,35,91.254,1:31.254,BST,1
55,LEC,Furrari,20,131.67952955840883,Hard,36,92.83,1:32.830,HRV,1
56,LEC,Furrari,20,136.55086399163156,Hard,37,93.116,1:33.116,HRV,1
57,LEC,Furrari,20,140.3615678859278,Hard,38,93.285,1:33.285,STD,1
58,LEC,Furrari,19,144.70911852007612,Hard,39,92.91,1:32.910,OVR,1
59,LEC,Furrari,20,149.35731543499787,Hard,40,94.426,1:34.426,STD,1
60,LEC,Furrari,20,154.14341928227623,Hard,41,95.189,1:35.189,STD,1
0,ALO,Astonishing,16,22.5,Med,0.0,0.0,0:00.000,GRID,0
1,ALO,Astonishing,16,22.132329881346806,Med,1.0,84.645,1:24.645,BST,0
2,ALO,Astonishing,16,21.007720799587048,Med,2.0,83.711,1:23.711,OVR,0
3,ALO,Astonishing,15,20.50623217213439,Med,3.0,84.028,1:24.028,OVR,0
4,ALO,Astonishing,15,20.639743096266443,Med,4.0,84.263,1:24.263,BST,0
5,ALO,Astonishing,14,20.90956146781656,Med,5.0,85.357,1:25.357,STD,0
6,ALO,Astonishing,12,21.924974953836056,Med,6.0,85.789,1:25.789,HRV,0
7,ALO,Astonishing,9,21.562544892561505,Med,7.0,84.764,1:24.764,BST,0
8,ALO,Astonishing,9,21.38257677603258,Med,8.0,85.17,1:25.170,BST,0
9,ALO,Astonishing,9,20.681719772469933,Med,9.0,84.849,1:24.849,BST,0
10,ALO,Astonishing,9,20.3190300322849,Med,10.0,84.695,1:24.695,BST,0
11,ALO,Astonishing,9,20.47244651639835,Med,11.0,86.355,1:26.355,HRV,0
12,ALO,Astonishing,9,19.771917827391007,Med,12.0,84.835,1:24.835,BST,0
13,ALO,Astonishing,9,20.844557344662462,Med,13.0,86.409,1:26.409,STD,0
14,ALO,Astonishing,18,43.463634809349514,Med,14.0,109.389,1:49.389,BST,0
15,ALO,Astonishing,17,41.80791081366192,Med,15.0,85.967,1:25.967,OVR,0
16,ALO,Astonishing,16,41.846819328429774,Med,16.0,87.7,1:27.700,STD,0
17,ALO,Astonishing,16,42.31887745645258,Med,17.0,87.784,1:27.784,STD,0
18,ALO,Astonishing,16,43.426479060959764,Med,18.0,88.738,1:28.738,STD,0
19,ALO,Astonishing,17,43.827427097639884,Med,19.0,89.632,1:29.632,STD,0
20,ALO,Astonishing,9,23.00499035782059,Med,20.0,89.817,1:29.817,STD,0
21,ALO,Astonishing,10,27.41191103681399,Med,21.0,91.101,1:31.101,STD,0
22,ALO,Astonishing,13,33.47335801034933,Med,22.0,91.588,1:31.588,STD,0
23,ALO,Astonishing,17,57.333298887409455,Med,23.0,110.165,1:50.165,HRV,0
24,ALO,Astonishing,19,63.40957050746101,Med,24.0,92.232,1:32.232,OVR,0
25,ALO,Astonishing,18,71.48313994790442,Med,25.0,94.594,1:34.594,STD,0
26,ALO,Astonishing,19,80.70275034113365,Med,26.0,95.611,1:35.611,STD,0
27,ALO,Astonishing,19,90.57992246602862,Med,27.0,96.612,1:36.612,STD,0
28,ALO,Astonishing,19,102.18805512670588,Med,28.0,98.087,1:38.087,STD,0
29,ALO,Astonishing,22,114.88860901468206,Med,29.0,99.539,1:39.539,STD,0
30,ALO,Astonishing,22,128.41739680591036,Med,30.0,100.307,1:40.307,STD,0
31,ALO,Astonishing,22,143.99752917820797,Med,31.0,102.864,1:42.864,HRV,0
32,ALO,Astonishing,22,168.38703057332123,Hard,1,110.893,1:50.893,PIT,1
33,ALO,Astonishing,22,167.71379599855118,Hard,2,85.96,1:25.960,STD,1
34,ALO,Astonishing,22,167.64375249777459,Hard,3,86.079,1:26.079,STD,1
35,ALO,Astonishing,22,167.7735193385538,Hard,4,86.221,1:26.221,STD,1
36,ALO,Astonishing,22,166.64150056212657,Hard,5,86.036,1:26.036,STD,1
37,ALO,Astonishing,22,166.507984239508,Hard,6,86.131,1:26.131,STD,1
38,ALO,Astonishing,22,166.2300016358754,Hard,7,86.183,1:26.183,STD,1
39,ALO,Astonishing,22,165.27804821276732,Hard,8,86.101,1:26.101,STD,1
40,ALO,Astonishing,22,164.89871263187888,Hard,9,86.392,1:26.392,STD,1
41,ALO,Astonishing,22,163.59016011865833,Hard,10,86.316,1:26.316,STD,1
42,ALO,Astonishing,22,162.29800239120095,Hard,11,86.359,1:26.359,STD,1
43,ALO,Astonishing,22,161.0093980883371,Hard,12,86.206,1:26.206,STD,1
44,ALO,Astonishing,22,159.62635963736057,Hard,13,86.942,1:26.942,STD,1
45,ALO,Astonishing,22,157.0497057001794,Hard,14,86.539,1:26.539,STD,1
46,ALO,Astonishing,22,154.1772849401791,Hard,15,86.597,1:26.597,STD,1
47,ALO,Astonishing,22,151.08577091051848,Hard,16,86.569,1:26.569,STD,1
48,ALO,Astonishing,22,148.3516248012811,Hard,17,86.914,1:26.914,STD,1
49,ALO,Astonishing,22,146.0404087002089,Hard,18,86.629,1:26.629,STD,1
50,ALO,Astonishing,22,143.85835144899283,Hard,19,86.779,1:26.779,BST,1
51,ALO,Astonishing,22,142.83276368110455,Hard,20,87.126,1:27.126,STD,1
52,ALO,Astonishing,22,142.122537352393,Hard,21,87.467,1:27.467,STD,1
53,ALO,Astonishing,22,161.3843989899906,Hard,22,107.642,1:47.642,STD,1
54,ALO,Astonishing,22,160.03369970489166,Hard,23,86.747,1:26.747,OVR,1
55,ALO,Astonishing,22,160.49545494450922,Hard,24,88.243,1:28.243,HRV,1
56,ALO,Astonishing,22,160.01512263903078,Hard,25,87.765,1:27.765,BST,1
57,ALO,Astonishing,22,158.60671677772916,Hard,26,88.066,1:28.066,BST,1
58,ALO,Astonishing,22,158.05095283197534,Hard,27,88.006,1:28.006,BST,1
59,ALO,Astonishing,22,157.3727203793651,Hard,28,89.1,1:29.100,STD,1
60,ALO,Astonishing,21,156.97570596483274,Hard,29,90.006,1:30.006,STD,1
0,ANT,Merciless,14,19.5,Med,0.0,0.0,0:00.000,GRID,0
1,ANT,Merciless,14,18.60011384158375,Med,1.0,84.113,1:24.113,BST,0
2,ANT,Merciless,12,17.371916750325227,Med,2.0,83.607,1:23.607,OVR,0
3,ANT,Merciless,12,17.574504439206976,Med,3.0,84.732,1:24.732,BST,0
4,ANT,Merciless,12,17.559062666528234,Med,4.0,84.114,1:24.114,BST,0
5,ANT,Merciless,10,16.460412640459367,Med,5.0,83.989,1:23.989,OVR,0
6,ANT,Merciless,10,16.59573617890129,Med,6.0,84.909,1:24.909,STD,0
7,ANT,Merciless,8,17.114575948121683,Med,7.0,85.645,1:25.645,STD,0
8,ANT,Merciless,8,17.05852500547553,Med,8.0,85.294,1:25.294,STD,0
9,ANT,Merciless,8,17.2115441375704,Med,9.0,85.703,1:25.703,STD,0
10,ANT,Merciless,8,17.985738243835613,Med,10.0,85.832,1:25.832,STD,0
11,ANT,Merciless,8,17.386760270971877,Med,11.0,85.603,1:25.603,STD,0
12,ANT,Merciless,8,17.611738927055285,Med,12.0,85.76,1:25.760,STD,0
13,ANT,Merciless,8,19.03190422556463,Med,13.0,86.756,1:26.756,HRV,0
14,ANT,Merciless,17,43.16363480934956,Hard,1,110.902,1:50.902,PIT,1
15,ANT,Merciless,15,40.93785202895583,Hard,2,85.397,1:25.397,OVR,1
16,ANT,Merciless,13,39.156208922366204,Hard,3,85.88,1:25.880,BST,1
17,ANT,Merciless,13,37.87422937861561,Hard,4,86.03,1:26.030,STD,1
18,ANT,Merciless,13,36.20575735810144,Hard,5,85.961,1:25.961,STD,1
19,ANT,Merciless,13,33.31321307947724,Hard,6,86.338,1:26.338,STD,1
20,ANT,Merciless,18,33.65368388077627,Hard,7,110.98,1:50.980,STD,1
21,ANT,Merciless,15,33.3794099107954,Hard,8,86.42,1:26.420,STD,1
22,ANT,Merciless,14,34.69605518760818,Hard,9,86.844,1:26.844,STD,1
23,ANT,Merciless,11,34.722694315396666,Hard,10,86.332,1:26.332,STD,1
24,ANT,Merciless,11,34.98391496930071,Hard,11,86.416,1:26.416,STD,1
25,ANT,Merciless,11,34.603028643507514,Hard,12,86.139,1:26.139,STD,1
26,ANT,Merciless,11,34.32436491986027,Hard,13,86.113,1:26.113,STD,1
27,ANT,Merciless,11,33.99350090620237,Hard,14,86.404,1:26.404,STD,1
28,ANT,Merciless,11,34.316741121605446,Hard,15,86.802,1:26.802,STD,1
29,ANT,Merciless,11,35.2721854179581,Hard,16,87.794,1:27.794,HRV,1
30,ANT,Merciless,11,35.7940544265025,Hard,17,87.3,1:27.300,HRV,1
31,ANT,Merciless,9,36.34962710593982,Hard,18,87.84,1:27.840,HRV,1
32,ANT,Merciless,9,35.9647258047321,Hard,19,86.118,1:26.118,BST,1
33,ANT,Merciless,9,37.058876595105176,Hard,20,87.727,1:27.727,HRV,1
34,ANT,Merciless,9,38.84106515712756,Hard,21,87.931,1:27.931,HRV,1
35,ANT,Merciless,9,40.14875043053098,Hard,22,87.399,1:27.399,STD,1
36,ANT,Merciless,9,40.14545229128498,Hard,23,87.164,1:27.164,BST,1
37,ANT,Merciless,9,42.03342263240438,Hard,24,88.152,1:28.152,STD,1
38,ANT,Merciless,9,43.966252178529885,Hard,25,88.394,1:28.394,STD,1
39,ANT,Merciless,9,45.551221202523266,Hard,26,88.638,1:28.638,STD,1
40,ANT,Merciless,13,58.82600168322324,Hard,27,100.046,1:40.046,STD,1
41,ANT,Merciless,13,60.52552799831756,Hard,28,89.324,1:29.324,STD,1
42,ANT,Merciless,13,61.979527911735204,Hard,29,89.105,1:29.105,STD,1
43,ANT,Merciless,13,63.76238464963626,Hard,30,89.277,1:29.277,STD,1
44,ANT,Merciless,13,65.84860236003942,Hard,31,90.412,1:30.412,HRV,1
45,ANT,Merciless,13,67.4749087424284,Hard,32,90.742,1:30.742,HRV,1
46,ANT,Merciless,13,68.63152969920839,Hard,33,90.626,1:30.626,STD,1
47,ANT,Merciless,13,70.29395399879922,Hard,34,91.323,1:31.323,HRV,1
48,ANT,Merciless,14,72.77359709030952,Hard,35,92.128,1:32.128,HRV,1
49,ANT,Merciless,15,75.23151174993745,Hard,36,91.399,1:31.399,BST,1
50,ANT,Merciless,15,78.44480171368741,Hard,37,92.174,1:32.174,STD,1
51,ANT,Merciless,15,85.24140444430941,Hard,38,94.949,1:34.949,STD,1
52,ANT,Merciless,17,106.48199110236146,Hard,39,109.418,1:49.418,STD,1
53,ANT,Merciless,15,111.91902484603088,Hard,40,93.817,1:33.817,STD,1
54,ANT,Merciless,17,118.5592820881875,Hard,41,94.738,1:34.738,STD,1
55,ANT,Merciless,18,125.62239963897355,Hard,42,94.844,1:34.844,STD,1
56,ANT,Merciless,19,133.30015836143593,Hard,43,95.923,1:35.923,STD,1
57,ANT,Merciless,19,140.01380072331358,Hard,44,96.188,1:36.188,BST,1
58,ANT,Merciless,20,148.66154070514312,Hard,45,97.21,1:37.210,STD,1
59,ANT,Merciless,21,156.6408712885186,Hard,46,97.758,1:37.758,BST,1
60,ANT,Merciless,22,165.54182746596598,Hard,47,99.304,1:39.304,STD,1
